Index,Time,watch_data_wheel[0],watch_data_wheel[1],watch_data_w_torque[0],watch_data_w_torque[1]
106,0.106359,0,0,0,0
107,0.107350,0,0,0,0
108,0.108493,0,0,0,0
109,0.109268,0,0,0,0
110,0.110354,0,0,0,0
111,0.111360,0,0,0,0
112,0.112351,0,0,0,0
113,0.113356,0,0,0,0
114,0.114394,0,0,0,0
115,0.115379,0,0,0,0
116,0.116353,0,0,0,0
117,0.117358,0,0,0,0
118,0.118349,0,0,0,0
119,0.119354,0,0,0,0
120,0.120359,0,0,0,0
121,0.121351,0,0,0,0
122,0.122355,0,0,0,0
123,0.123359,0,0,0,0
124,0.124350,0,0,0,0
125,0.125358,0,0,0,0
126,0.126350,0,0,0,0
127,0.127355,0,0,0,0
128,0.128358,0,0,0,0
129,0.129351,0,0,0,0
130,0.130356,0,0,0,0
131,0.131377,0,0,0,0
132,0.132352,0,0,0,0
133,0.133357,0,0,0,0
134,0.134350,0,0,0,0
135,0.135358,0,0,0,0
136,0.136351,0,0,0,0
137,0.137354,0,0,0,0
138,0.138358,0,0,0,0
139,0.139351,0,0,0,0
140,0.140356,0,0,0,0
141,0.141359,0,0,0,0
142,0.142350,0,0,0,0
143,0.143355,0,0,0,0
144,0.144361,0,0,0,0
145,0.145356,0,0,0,0
146,0.146347,0,0,0,0
147,0.147395,0,0,0,0
148,0.148358,0,0,0,0
149,0.149350,0,0,0,0
150,0.150354,0,0,0,0
151,0.151359,0,0,0,0
152,0.152350,0,0,0,0
153,0.153356,0,0,0,0
154,0.154360,0,0,0,0
155,0.155356,0,0,0,0
156,0.156360,0,0,0,0
157,0.157351,0,0,0,0
158,0.158355,0,0,0,0
159,0.159360,0,0,0,0
160,0.160351,0,0,0,0
161,0.161355,0,0,0,0
162,0.162359,0,0,0,0
163,0.163393,0,0,0,0
164,0.164359,0,0,0,0
165,0.165356,0,0,0,0
166,0.166360,0,0,0,0
167,0.167351,0,0,0,0
168,0.168374,0,0,0,0
169,0.169349,0,0,0,0
170,0.170354,0,0,0,0
171,0.171356,0,0,0,0
172,0.172359,0,0,0,0
173,0.173350,0,0,0,0
174,0.174355,0,0,0,0
175,0.175349,0,0,0,0
176,0.176358,0,0,0,0
177,0.177350,0,0,0,0
178,0.178355,0,0,0,0
179,0.179358,0,0,0,0
180,0.180383,0,0,0,0
181,0.181351,0,0,0,0
182,0.182358,0,0,0,0
183,0.183351,0,0,0,0
184,0.184354,0,0,0,0
185,0.185349,0,0,0,0
186,0.186351,0,0,0,0
187,0.187355,0,0,0,0
188,0.188349,0,0,0,0
189,0.189352,0,0,0,0
190,0.190355,0,0,0,0
191,0.191380,0,0,0,0
192,0.192354,0,0,0,0
193,0.193349,0,0,0,0
194,0.194354,0,0,0,0
195,0.195349,0,0,0,0
196,0.196354,0,0,0,0
197,0.197360,0,0,0,0
198,0.198352,0,0,0,0
199,0.199356,0,0,0,0
200,0.200348,0,0,0,0
201,0.201354,0,0,0,0
202,0.202359,0,0,0,0
203,0.203351,0,0,0,0
204,0.204354,0,0,0,0
205,0.205350,0,0,0,0
206,0.206380,0,0,0,0
207,0.207356,0,0,0,0
208,0.208360,0,0,0,0
209,0.209352,0,0,0,0
210,0.210357,0,0,0,0
211,0.211349,0,0,0,0
212,0.212353,0,0,0,0
213,0.213358,0,0,0,0
214,0.214349,0,0,0,0
215,0.215357,0,0,0,0
216,0.216349,0,0,0,0
217,0.217354,0,0,0,0
218,0.218364,0,0,0,0
219,0.219355,0,0,0,0
220,0.220361,0,0,0,0
221,0.221353,0,0,0,0
222,0.222357,0,0,0,0
223,0.223404,0,0,0,0
224,0.224353,0,0,0,0
225,0.225349,0,0,0,0
226,0.226352,0,0,0,0
227,0.227357,0,0,0,0
228,0.228348,0,0,0,0
229,0.229353,0,0,0,0
230,0.230357,0,0,0,0
231,0.231350,0,0,0,0
232,0.232353,0,0,0,0
233,0.233356,0,0,0,0
234,0.234361,0,0,0,0
235,0.235355,0,0,0,0
236,0.236359,0,0,0,0
237,0.237349,0,0,0,0
238,0.238354,0,0,0,0
239,0.239379,0,0,0,0
240,0.240351,0,0,0,0
241,0.241354,0,0,0,0
242,0.242359,0,0,0,0
243,0.243350,0,0,0,0
244,0.244355,0,0,0,0
245,0.245350,0,0,0,0
246,0.246355,0,0,0,0
247,0.247560,0,0,0,0
248,0.248262,0,0,0,0
249,0.249360,0,0,0,0
250,0.250352,0,0,0,0
251,0.251355,0,0,0,0
252,0.252360,0,0,0,0
253,0.253351,0,0,0,0
254,0.254356,0,0,0,0
255,0.255351,0,0,0,0
256,0.256356,0,0,0,0
257,0.257360,0,0,0,0
258,0.258351,0,0,0,0
259,0.259356,0,0,0,0
260,0.260349,0,0,0,0
261,0.261442,0,0,0,0
262,0.262354,0,0,0,0
263,0.263359,0,0,0,0
264,0.264352,0,0,0,0
265,0.265359,0,0,0,0
266,0.266350,0,0,0,0
267,0.267355,0,0,0,0
268,0.268360,0,0,0,0
269,0.269352,0,0,0,0
270,0.270357,0,0,0,0
271,0.271372,0,0,0,0
272,0.272360,0,0,0,0
273,0.273353,0,0,0,0
274,0.274357,0,0,0,0
275,0.275387,0,0,0,0
276,0.276375,0,0,0,0
277,0.277351,0,0,0,0
278,0.278357,0,0,0,0
279,0.279349,0,0,0,0
280,0.280354,0,0,0,0
281,0.281357,0,0,0,0
282,0.282350,0,0,0,0
283,0.283354,0,0,0,0
284,0.284359,0,0,0,0
285,0.285352,0,0,0,0
286,0.286357,0,0,0,0
287,0.287349,0,0,0,0
288,0.288354,0,0,0,0
289,0.289357,0,0,0,0
290,0.290463,0,0,0,0
291,0.291352,0,0,0,0
292,0.292357,0,0,0,0
293,0.293350,0,0,0,0
294,0.294353,0,0,0,0
295,0.295348,0,0,0,0
296,0.296352,0,0,0,0
297,0.297358,0,0,0,0
298,0.298350,0,0,0,0
299,0.299354,0,0,0,0
300,0.300357,0,0,0,0
301,0.301349,0,0,0,0
302,0.302353,0,0,0,0
303,0.303358,0,0,0,0
304,0.304348,0,0,0,0
305,0.305356,0,0,0,0
306,0.306399,0,0,0,0
307,0.307357,0,0,0,0
308,0.308348,0,0,0,0
309,0.309352,0,0,0,0
310,0.310356,0,0,0,0
311,0.311361,0,0,0,0
312,0.312352,0,0,0,0
313,0.313357,0,0,0,0
314,0.314348,0,0,0,0
315,0.315356,0,0,0,0
316,0.316361,0,0,0,0
317,0.317353,0,0,0,0
318,0.318356,0,0,0,0
319,0.319348,0,0,0,0
320,0.320352,0,0,0,0
321,0.321415,0,0,0,0
322,0.322353,0,0,0,0
323,0.323357,0,0,0,0
324,0.324349,0,0,0,0
325,0.325358,0,0,0,0
326,0.326350,0,0,0,0
327,0.327354,0,0,0,0
328,0.328359,0,0,0,0
329,0.329350,0,0,0,0
330,0.330356,0,0,0,0
331,0.331372,0,0,0,0
332,0.332349,0,0,0,0
333,0.333353,0,0,0,0
334,0.334358,0,0,0,0
335,0.335402,0,0,0,0
336,0.336359,0,0,0,0
337,0.337354,0,0,0,0
338,0.338359,0,0,0,0
339,0.339350,0,0,0,0
340,0.340356,0,0,0,0
341,0.341348,0,0,0,0
342,0.342354,0,0,0,0
343,0.343357,0,0,0,0
344,0.344349,0,0,0,0
345,0.345358,0,0,0,0
346,0.346351,0,0,0,0
347,0.347354,0,0,0,0
348,0.348358,0,0,0,0
349,0.349350,0,0,0,0
350,0.350368,0,0,0,0
351,0.351357,0,0,0,0
352,0.352349,0,0,0,0
353,0.353354,0,0,0,0
354,0.354358,0,0,0,0
355,0.355352,0,0,0,0
356,0.356357,0,0,0,0
357,0.357348,0,0,0,0
358,0.358353,0,0,0,0
359,0.359357,0,0,0,0
360,0.360350,0,0,0,0
361,0.361354,0,0,0,0
362,0.362357,0,0,0,0
363,0.363349,0,0,0,0
364,0.364382,0,0,0,0
365,0.365352,0,0,0,0
366,0.366356,0,0,0,0
367,0.367348,0,0,0,0
368,0.368352,0,0,0,0
369,0.369357,0,0,0,0
370,0.370349,0,0,0,0
371,0.371352,0,0,0,0
372,0.372357,0,0,0,0
373,0.373349,0,0,0,0
374,0.374352,0,0,0,0
375,0.375359,0,0,0,0
376,0.376350,0,0,0,0
377,0.377355,0,0,0,0
378,0.378359,0,0,0,0
379,0.379381,0,0,0,0
380,0.380351,0,0,0,0
381,0.381353,0,0,0,0
382,0.382358,0,0,0,0
383,0.383350,0,0,0,0
384,0.384355,0,0,0,0
385,0.385348,0,0,0,0
386,0.386353,0,0,0,0
387,0.387357,0,0,0,0
388,0.388349,0,0,0,0
389,0.389353,0,0,0,0
390,0.390378,0,0,0,0
391,0.391354,0,0,0,0
392,0.392359,0,0,0,0
393,0.393351,0,0,0,0
394,0.394356,0,0,0,0
395,0.395376,0,0,0,0
396,0.396352,0,0,0,0
397,0.397357,0,0,0,0
398,0.398350,0,0,0,0
399,0.399354,0,0,0,0
400,0.400359,0,0,0,0
401,0.401351,0,0,0,0
402,0.402357,0,0,0,0
403,0.403349,0,0,0,0
404,0.404354,0,0,0,0
405,0.405348,0,0,0,0
406,0.406353,0,0,0,0
407,0.407358,0,0,0,0
408,0.408351,0,0,0,0
409,0.409355,0,0,0,0
410,0.410360,0,0,0,0
411,0.411352,0,0,0,0
412,0.412433,0,0,0,0
413,0.413353,0,0,0,0
414,0.414357,0,0,0,0
415,0.415353,0,0,0,0
416,0.416358,0,0,0,0
417,0.417350,0,0,0,0
418,0.418354,0,0,0,0
419,0.419359,0,0,0,0
420,0.420349,0,0,0,0
421,0.421354,0,0,0,0
422,0.422357,0,0,0,0
423,0.423350,0,0,0,0
424,0.424353,0,0,0,0
425,0.425349,0,0,0,0
426,0.426353,0,0,0,0
427,0.427356,0,0,0,0
428,0.428348,0,0,0,0
429,0.429352,0,0,0,0
430,0.430410,0,0,0,0
431,0.431360,0,0,0,0
432,0.432352,0,0,0,0
433,0.433357,0,0,0,0
434,0.434348,0,0,0,0
435,0.435356,0,0,0,0
436,0.436354,0,0,0,0
437,0.437357,0,0,0,0
438,0.438349,0,0,0,0
439,0.439353,0,0,0,0
440,0.440391,0,0,0,0
441,0.441354,0,0,0,0
442,0.442349,0,0,0,0
443,0.443352,0,0,0,0
444,0.444357,0,0,0,0
445,0.445351,0,0,0,0
446,0.446355,0,0,0,0
447,0.447359,0,0,0,0
448,0.448350,0,0,0,0
449,0.449405,0,0,0,0
450,0.450356,0,0,0,0
451,0.451351,0,0,0,0
452,0.452356,0,0,0,0
453,0.453370,0,0,0,0
454,0.454358,0,0,0,0
455,0.455353,0,0,0,0
456,0.456357,0,0,0,0
457,0.457355,0,0,0,0
458,0.458358,0,0,0,0
459,0.459351,0,0,0,0
460,0.460355,0,0,0,0
461,0.461349,0,0,0,0
462,0.462351,0,0,0,0
463,0.463389,0,0,0,0
464,0.464360,0,0,0,0
465,0.465355,0,0,0,0
466,0.466347,0,0,0,0
467,0.467352,0,0,0,0
468,0.468357,0,0,0,0
469,0.469350,0,0,0,0
470,0.470355,0,0,0,0
471,0.471359,0,0,0,0
472,0.472350,0,0,0,0
473,0.473356,0,0,0,0
474,0.474348,0,0,0,0
475,0.475355,0,0,0,0
476,0.476360,0,0,0,0
477,0.477404,0,0,0,0
478,0.478359,0,0,0,0
479,0.479354,0,0,0,0
480,0.480359,0,0,0,0
481,0.481350,0,0,0,0
482,0.482355,0,0,0,0
483,0.483361,0,0,0,0
484,0.484353,0,0,0,0
485,0.485359,0,0,0,0
486,0.486349,0,0,0,0
487,0.487354,0,0,0,0
488,0.488358,0,0,0,0
489,0.489350,0,0,0,0
490,0.490355,0,0,0,0
491,0.491358,0,0,0,0
492,0.492377,0,0,0,0
493,0.493351,0,0,0,0
494,0.494356,0,0,0,0
495,0.495350,0,0,0,0
496,0.496355,0,0,0,0
497,0.497360,0,0,0,0
498,0.498351,0,0,0,0
499,0.499355,0,0,0,0
500,0.500359,0,0,0,0
501,0.501378,0,0,0,0
502,0.502353,0,0,0,0
503,0.503359,0,0,0,0
504,0.504351,0,0,0,0
505,0.505359,0,0,0,0
506,0.506350,0,0,0,0
507,0.507355,0,0,0,0
508,0.508359,0,0,0,0
509,0.509351,0,0,0,0
510,0.510401,0,0,0,0
511,0.511359,0,0,0,0
512,0.512351,0,0,0,0
513,0.513356,0,0,0,0
514,0.514360,0,0,0,0
515,0.515353,0,0,0,0
516,0.516358,0,0,0,0
517,0.517349,0,0,0,0
518,0.518353,0,0,0,0
519,0.519357,0,0,0,0
520,0.520348,0,0,0,0
521,0.521354,0,0,0,0
522,0.522359,0,0,0,0
523,0.523352,0,0,0,0
524,0.524356,0,0,0,0
525,0.525427,0,0,0,0
526,0.526360,0,0,0,0
527,0.527352,0,0,0,0
528,0.528358,0,0,0,0
529,0.529349,0,0,0,0
530,0.530355,0,0,0,0
531,0.531360,0,0,0,0
532,0.532352,0,0,0,0
533,0.533356,0,0,0,0
534,0.534348,0,0,0,0
535,0.535357,0,0,0,0
536,0.536349,0,0,0,0
537,0.537353,0,0,0,0
538,0.538358,0,0,0,0
539,0.539349,0,0,0,0
540,0.540355,0,0,0,0
541,0.541359,0,0,0,0
542,0.542352,0,0,0,0
543,0.543356,0,0,0,0
544,0.544348,0,0,0,0
545,0.545407,0,0,0,0
546,0.546359,0,0,0,0
547,0.547354,0,0,0,0
548,0.548359,0,0,0,0
549,0.549374,0,0,0,0
550,0.550361,0,0,0,0
551,0.551352,0,0,0,0
552,0.552355,0,0,0,0
553,0.553360,0,0,0,0
554,0.554351,0,0,0,0
555,0.555359,0,0,0,0
556,0.556350,0,0,0,0
557,0.557355,0,0,0,0
558,0.558359,0,0,0,0
559,0.559350,0,0,0,0
560,0.560388,0,0,0,0
561,0.561419,0,0,0,0
562,0.562357,0,0,0,0
563,0.563349,0,0,0,0
564,0.564353,0,0,0,0
565,0.565349,0,0,0,0
566,0.566353,0,0,0,0
567,0.567357,0,0,0,0
568,0.568348,0,0,0,0
569,0.569354,0,0,0,0
570,0.570358,0,0,0,0
571,0.571350,0,0,0,0
572,0.572353,0,0,0,0
573,0.573358,0,0,0,0
574,0.574349,0,0,0,0
575,0.575357,0,0,0,0
576,0.576373,0,0,0,0
577,0.577351,0,0,0,0
578,0.578355,0,0,0,0
579,0.579361,0,0,0,0
580,0.580352,0,0,0,0
581,0.581357,0,0,0,0
582,0.582360,0,0,0,0
583,0.583351,0,0,0,0
584,0.584355,0,0,0,0
585,0.585351,0,0,0,0
586,0.586355,0,0,0,0
587,0.587358,0,0,0,0
588,0.588351,0,0,0,0
589,0.589357,0,0,0,0
590,0.590349,0,0,0,0
591,0.591381,0,0,0,0
592,0.592351,0,0,0,0
593,0.593356,0,0,0,0
594,0.594350,0,0,0,0
595,0.595357,0,0,0,0
596,0.596348,0,0,0,0
597,0.597354,0,0,0,0
598,0.598359,0,0,0,0
599,0.599351,0,0,0,0
600,0.600356,0,0,0,0
601,0.601373,0,0,0,0
602,0.602360,0,0,0,0
603,0.603353,0,0,0,0
604,0.604356,0,0,0,0
605,0.605353,0,0,0,0
606,0.606356,0,0,0,0
607,0.607349,0,0,0,0
608,0.608353,0,0,0,0
609,0.609358,0,0,0,0
610,0.610349,0,0,0,0
611,0.611354,0,0,0,0
612,0.612359,0,0,0,0
613,0.613351,0,0,0,0
614,0.614355,0,0,0,0
615,0.615350,0,0,0,0
616,0.616354,0,0,0,0
617,0.617386,0,0,0,0
618,0.618350,0,0,0,0
619,0.619353,0,0,0,0
620,0.620358,0,0,0,0
621,0.621349,0,0,0,0
622,0.622354,0,0,0,0
623,0.623358,0,0,0,0
624,0.624349,0,0,0,0
625,0.625356,0,0,0,0
626,0.626361,0,0,0,0
627,0.627352,0,0,0,0
628,0.628357,0,0,0,0
629,0.629347,0,0,0,0
630,0.630352,0,0,0,0
631,0.631357,0,0,0,0
632,0.632387,0,0,0,0
633,0.633349,0,0,0,0
634,0.634353,0,0,0,0
635,0.635349,0,0,0,0
636,0.636354,0,0,0,0
637,0.637357,0,0,0,0
638,0.638350,0,0,0,0
639,0.639352,0,0,0,0
640,0.640357,0,0,0,0
641,0.641349,0,0,0,0
642,0.642354,0,0,0,0
643,0.643358,0,0,0,0
644,0.644349,0,0,0,0
645,0.645357,0,0,0,0
646,0.646375,0,0,0,0
647,0.647350,0,0,0,0
648,0.648355,0,0,0,0
649,0.649357,0,0,0,0
650,0.650350,0,0,0,0
651,0.651354,0,0,0,0
652,0.652359,0,0,0,0
653,0.653350,0,0,0,0
654,0.654355,0,0,0,0
655,0.655351,0,0,0,0
656,0.656356,0,0,0,0
657,0.657349,0,0,0,0
658,0.658352,0,0,0,0
659,0.659357,0,0,0,0
660,0.660373,0,0,0,0
661,0.661349,0,0,0,0
662,0.662354,0,0,0,0
663,0.663358,0,0,0,0
664,0.664349,0,0,0,0
665,0.665358,0,0,0,0
666,0.666351,0,0,0,0
667,0.667404,0,0,0,0
668,0.668359,0,0,0,0
669,0.669353,0,0,0,0
670,0.670359,0,0,0,0
671,0.671351,0,0,0,0
672,0.672356,0,0,0,0
673,0.673348,0,0,0,0
674,0.674354,0,0,0,0
675,0.675349,0,0,0,0
676,0.676354,0,0,0,0
677,0.677358,0,0,0,0
678,0.678350,0,0,0,0
679,0.679354,0,0,0,0
680,0.680360,0,0,0,0
681,0.681351,0,0,0,0
682,0.682354,0,0,0,0
683,0.683358,0,0,0,0
684,0.684406,0,0,0,0
685,0.685351,0,0,0,0
686,0.686354,0,0,0,0
687,0.687359,0,0,0,0
688,0.688350,0,0,0,0
689,0.689356,0,0,0,0
690,0.690356,0,0,0,0
691,0.691360,0,0,0,0
692,0.692351,0,0,0,0
693,0.693356,0,0,0,0
694,0.694359,0,0,0,0
695,0.695353,0,0,0,0
696,0.696358,0,0,0,0
697,0.697349,0,0,0,0
698,0.698358,0,0,0,0
699,0.699349,0,0,0,0
700,0.700354,0,0,0,0
701,0.701358,0,0,0,0
702,0.702409,0,0,0,0
703,0.703354,0,0,0,0
704,0.704349,0,0,0,0
705,0.705357,0,0,0,0
706,0.706348,0,0,0,0
707,0.707353,0,0,0,0
708,0.708357,0,0,0,0
709,0.709350,0,0,0,0
710,0.710353,0,0,0,0
711,0.711356,0,0,0,0
712,0.712361,0,0,0,0
713,0.713353,0,0,0,0
714,0.714356,0,0,0,0
715,0.715350,0,0,0,0
716,0.716354,0,0,0,0
717,0.717360,0,0,0,0
718,0.718352,0,0,0,0
719,0.719376,0,0,0,0
720,0.720352,0,0,0,0
721,0.721357,0,0,0,0
722,0.722350,0,0,0,0
723,0.723378,0,0,0,0
724,0.724353,0,0,0,0
725,0.725349,0,0,0,0
726,0.726354,0,0,0,0
727,0.727359,0,0,0,0
728,0.728350,0,0,0,0
729,0.729356,0,0,0,0
730,0.730360,0,0,0,0
731,0.731351,0,0,0,0
732,0.732356,0,0,0,0
733,0.733349,0,0,0,0
734,0.734377,0,0,0,0
735,0.735352,0,0,0,0
736,0.736358,0,0,0,0
737,0.737351,0,0,0,0
738,0.738356,0,0,0,0
739,0.739360,0,0,0,0
740,0.740351,0,0,0,0
741,0.741356,0,0,0,0
742,0.742349,0,0,0,0
743,0.743353,0,0,0,0
744,0.744358,0,0,0,0
745,0.745352,0,0,0,0
746,0.746358,0,0,0,0
747,0.747349,0,0,0,0
748,0.748385,0,0,0,0
749,0.749357,0,0,0,0
750,0.750360,0,0,0,0
751,0.751352,0,0,0,0
752,0.752355,0,0,0,0
753,0.753360,0,0,0,0
754,0.754351,0,0,0,0
755,0.755359,0,0,0,0
756,0.756350,0,0,0,0
757,0.757355,0,0,0,0
758,0.758359,0,0,0,0
759,0.759350,0,0,0,0
760,0.760354,0,0,0,0
761,0.761359,0,0,0,0
762,0.762351,0,0,0,0
763,0.763356,0,0,0,0
764,0.764352,0,0,0,0
765,0.765360,0,0,0,0
766,0.766352,0,0,0,0
767,0.767356,0,0,0,0
768,0.768360,0,0,0,0
769,0.769351,0,0,0,0
770,0.770376,0,0,0,0
771,0.771355,0,0,0,0
772,0.772358,0,0,0,0
773,0.773349,0,0,0,0
774,0.774354,0,0,0,0
775,0.775349,0,0,0,0
776,0.776352,0,0,0,0
777,0.778007,0,0,0,0
778,0.778260,0,0,0,0
779,0.779357,0,0,0,0
780,0.780350,0,0,0,0
781,0.781353,0,0,0,0
782,0.782358,0,0,0,0
783,0.783349,0,0,0,0
784,0.784355,0,0,0,0
785,0.785350,0,0,0,0
786,0.786355,0,0,0,0
787,0.787360,0,0,0,0
788,0.788384,0,0,0,0
789,0.789354,0,0,0,0
790,0.790358,0,0,0,0
791,0.791351,0,0,0,0
792,0.792355,0,0,0,0
793,0.793360,0,0,0,0
794,0.794352,0,0,0,0
795,0.795360,0,0,0,0
796,0.796352,0,0,0,0
797,0.797355,0,0,0,0
798,0.798360,0,0,0,0
799,0.799352,0,0,0,0
800,0.800356,0,0,0,0
801,0.801348,0,0,0,0
802,0.802353,0,0,0,0
803,0.803399,0,0,0,0
804,0.804350,0,0,0,0
805,0.805360,0,0,0,0
806,0.806350,0,0,0,0
807,0.807355,0,0,0,0
808,0.808360,0,0,0,0
809,0.809352,0,0,0,0
810,0.810357,0,0,0,0
811,0.811348,0,0,0,0
812,0.812354,0,0,0,0
813,0.813357,0,0,0,0
814,0.814350,0,0,0,0
815,0.815356,0,0,0,0
816,0.816347,0,0,0,0
817,0.817352,0,0,0,0
818,0.818389,0,0,0,0
819,0.819352,0,0,0,0
820,0.820357,0,0,0,0
821,0.821348,0,0,0,0
822,0.822353,0,0,0,0
823,0.823358,0,0,0,0
824,0.824350,0,0,0,0
825,0.825358,0,0,0,0
826,0.826349,0,0,0,0
827,0.827353,0,0,0,0
828,0.828358,0,0,0,0
829,0.829350,0,0,0,0
830,0.830353,0,0,0,0
831,0.831357,0,0,0,0
832,0.832349,0,0,0,0
833,0.833380,0,0,0,0
834,0.834355,0,0,0,0
835,0.835350,0,0,0,0
836,0.836355,0,0,0,0
837,0.837364,0,0,0,0
838,0.838355,0,0,0,0
839,0.839347,0,0,0,0
840,0.840351,0,0,0,0
841,0.841357,0,0,0,0
842,0.842348,0,0,0,0
843,0.843353,0,0,0,0
844,0.844357,0,0,0,0
845,0.845351,0,0,0,0
846,0.846356,0,0,0,0
847,0.847348,0,0,0,0
848,0.848394,0,0,0,0
849,0.849359,0,0,0,0
850,0.850353,0,0,0,0
851,0.851359,0,0,0,0
852,0.852350,0,0,0,0
853,0.853355,0,0,0,0
854,0.854359,0,0,0,0
855,0.855354,0,0,0,0
856,0.856359,0,0,0,0
857,0.857351,0,0,0,0
858,0.858356,0,0,0,0
859,0.859347,0,0,0,0
860,0.860352,0,0,0,0
861,0.861358,0,0,0,0
862,0.862401,0,0,0,0
863,0.863353,0,0,0,0
864,0.864356,0,0,0,0
865,0.865353,0,0,0,0
866,0.866358,0,0,0,0
867,0.867351,0,0,0,0
868,0.868354,0,0,0,0
869,0.869358,0,0,0,0
870,0.870350,0,0,0,0
871,0.871355,0,0,0,0
872,0.872359,0,0,0,0
873,0.873350,0,0,0,0
874,0.874354,0,0,0,0
875,0.875350,0,0,0,0
876,0.876354,0,0,0,0
877,0.877359,0,0,0,0
878,0.878405,0,0,0,0
879,0.879350,0,0,0,0
880,0.880357,0,0,0,0
881,0.881350,0,0,0,0
882,0.882354,0,0,0,0
883,0.883359,0,0,0,0
884,0.884350,0,0,0,0
885,0.885358,0,0,0,0
886,0.886350,0,0,0,0
887,0.887368,0,0,0,0
888,0.888356,0,0,0,0
889,0.889348,0,0,0,0
890,0.890352,0,0,0,0
891,0.891357,0,0,0,0
892,0.892347,0,0,0,0
893,0.893353,0,0,0,0
894,0.894397,0,0,0,0
895,0.895360,0,0,0,0
896,0.896353,0,0,0,0
897,0.897357,0,0,0,0
898,0.898349,0,0,0,0
899,0.899353,0,0,0,0
900,0.900358,0,0,0,0
901,0.901348,0,0,0,0
902,0.902353,0,0,0,0
903,0.903357,0,0,0,0
904,0.904349,0,0,0,0
905,0.905355,0,0,0,0
906,0.906360,0,0,0,0
907,0.907350,0,0,0,0
908,0.908384,0,0,0,0
909,0.909371,0,0,0,0
910,0.910359,0,0,0,0
911,0.911350,0,0,0,0
912,0.912354,0,0,0,0
913,0.913360,0,0,0,0
914,0.914352,0,0,0,0
915,0.915348,0,0,0,0
916,0.916351,0,0,0,0
917,0.917357,0,0,0,0
918,0.918349,0,0,0,0
919,0.919354,0,0,0,0
920,0.920358,0,0,0,0
921,0.921349,0,0,0,0
922,0.922354,0,0,0,0
923,0.923360,0,0,0,0
924,0.924400,0,0,0,0
925,0.925351,0,0,0,0
